=== XẾP HẠNG SELLER ===

  Hạng Seller_ID                                   Tổng DT   Số đơn       Tiền hàng       Phí VC
  1780 a513150f33f99a06569e9cd5c4bb889b             711.25        2          677.00        34.25
  1781 cb9fb4ca75d7ba8437480e8dde64fe98             705.56       10          532.14       173.42
  1782 4de6e4ba574aa9dfdc824bc44dc47fdd             704.42       14          451.10       253.32
  1783 e601b04acf48b4576e73ddca9481f0dc             702.94       15          491.94       211.00
  1784 3f9be91358837bff69df67edfa3e42e8             702.06        7          569.70       132.36
  1785 89ad3263c0931c47f976d7c5778e60f6             699.74        6          568.20       131.54
  1786 b44dbfbf62e52125f3c15d230569ea91             699.06        4          609.37        89.69
  1787 5882f40daf39bc2a465e0cb453ddc222             698.90        1          640.00        58.90
  1788 6650fcccd8cd2f7e55ffa524f30c4c59             695.70        3          529.70       166.00
  1788 6e4a902d1054e4e17aa6eab87fac1c75             695.70        7          586.57       109.13
  1789 c53bcd3be457a342a97e39e5a9f0be22             695.59        5          509.50       186.09
  1790 b26741d31a563d769b4af0465ab20c56             695.03        2          648.00        47.03
  1791 af7cdac9d9897cddead9c6b08976c642             694.01        6          543.54       150.47
  1792 c458e2045a8aa8964f8879af03fdcce6             691.70        4          494.91       196.79
  1793 4be6b962d83299498bae2190f95d6566             691.09       11          508.80       182.29
  1794 3be5841cdcc46de4ed3f9116f104b2c5             687.95        4          599.60        88.35
  1795 6179a28a13a726c29b3bf54c070dccab             686.24        2          600.00        86.24
  1796 70b52a4cfc823994561b00bad161b4ed             685.35        8          585.00       100.35
  1797 26d6bbee02420494d471c9f6436929c0             681.70       12          434.51       247.19
  1798 3968920b9aa752ab98f7d5888c9252f2             681.01        8          523.30       157.71
  1799 c52c644cc0dc85121207a27013efc6af             680.96        1          397.80       283.16
  1800 6879c4d287a8dd06b11f54ea8f78e4da             677.13        6          527.67       149.46
  1801 6eeed17989b0ae47c9f11ece6f38ea90             676.01        3          557.00       119.01
  1802 53336f97ddbe53e2a617d07b17447b95             674.83        1          599.50        75.33
  1803 83353a83fd769dfafa4f21a72b15e3e5             674.33        5          579.50        94.83
  1804 685b870da5b52a710782c9c0fefbeb5b             670.98        2          627.00        43.98
  1805 ff4e2d38692ce827b1a4f4b8196e680d             669.18       11          518.90       150.28
  1806 6dc9bec584588412a6a338830946a3e4             667.83        2          560.00       107.83
  1807 48efc9d94a9834137efd9ea76b065a38             666.00       33          345.60       320.40
  1808 bf961104a38e01b9062ee026bb657dee             665.46        4          585.56        79.90
  1809 63ffcb71394dd8ea3872ed9ffda17c74             663.72       17          399.00       264.72
  1810 e4fc40017a6d22c46a14ac2e17f87c3e             662.05        3          387.00       275.05
  1811 4170f6a9367e6b5d6401d03ce6d54569             661.81        4          568.78        93.03
  1812 b5bb2b985208834bd5bd86c7a402bbad             659.72        2          621.06        38.66
  1813 7402d13c03a7e91366337cd1de471144             659.57        4          528.38       131.19
  1814 89bc797e2e29667aa035d4368f9b7f92             659.45       17          407.30       252.15
  1815 c7a0a13cbcf29d5ce51c8f80afdc0b89             657.80        8          483.08       174.72
  1816 ad8ada0ffa993cb1197d102d9ab21a3e             656.16        1          599.80        56.36
  1817 4e326052e5dbba8adcd512f3450a307e             655.96        3          570.00        85.96
  1818 6ee85be3693ed79a8e80718743d80655             655.32        9          484.50       170.82
  1819 9e6967d3cf386d284251784b18ccb485             654.90        9          517.67       137.23
  1820 f5b44895715ddfe3087dc414f30268f3             654.44       19          378.80       275.64
  1821 791cfcfe22fe4a771ece27f90017da92             653.75        2          596.26        57.49
  1822 13c2ed7698b3ca92dad49e849219da59             653.29        8          498.61       154.68
  1823 d4e4b5192cba4e0e66eb12a9d347239d             652.09       12          441.80       210.29
  1824 bbaff50f3b708fda865918715276cd87             651.77       12          449.70       202.07
  1825 3ea00e1dea2b0659dbaf654735929220             649.97        7          505.00       144.97
  1826 a35ef466c6fd6d052f5d241240d3c5e2             649.55        3          569.90        79.65
  1827 7c1fea10b5b006671d608b1d7c446ec4             647.75       14          423.60       224.15
  1828 2e7ea2aafec5835e781b21d6d1faf1f1             646.62        7          528.40       118.22
  1829 1588ac4010787100dddef64568f0ae35             645.97        3          599.97        46.00
  1830 bb2afe2061d53c6968aa0cffa233a8ec             644.02        5          549.40        94.62
  1831 e627629ba868740e287800f1a9be81c2             643.55       13          504.50       139.05
  1832 8b2d4ab22f42c5cfc338b846decfda60             643.32        6          458.00       185.32
  1833 c3aad7dc65449ae90a5e9c3c6c1e78e0             640.36        6          510.00       130.36
  1834 ce616e1913288884e7742faac9d981db             640.03       15          365.10       274.93
  1835 1fe61aa5494bd3ae92a2c13e067c810f             638.58        1          537.76       100.82
  1836 f9ec7093df3a7b346b7bcf7864069ca3             638.13        9          519.20       118.93
  1837 74871d19219c7d518d0090283e03c137             637.91        6          550.04        87.87
  1838 b87a7ea0c30fad2dd6781b74a0064859             637.75        9          515.40       122.35
  1839 1f7fd2a6fcd5a6fa5d8a4dabc72aaae0             632.68        3          531.80       100.88
  1840 2953ce3a88f5e3c3b696d77fc9e4c8eb             631.32       14          470.00       161.32
  1841 d197aa8fbc64087f61984deef05f6227             630.65        6          519.09       111.56
  1842 9599519be538b98748162a2b48248960             630.06        1          570.00        60.06
  1843 70125af26c2d6d4ef401a1d02ae7701f             629.62        5          371.20       258.42
  1844 6c17baf138731a4aaacc3210adf2037b             628.72        4          538.80        89.92
  1845 c42fd8e4d47dfb18ce5222f2dd7752f9             628.63        7          466.99       161.64
  1846 5f5a58930c3c35f3b5af264f34fb8c85             628.59        3          560.00        68.59
  1847 cd2169d9f31ff6fbb9ca3373b0c9e354             625.33        1          569.00        56.33
  1848 b3f19518fcec265b2e97af287725f981             624.48        9          486.91       137.57
  1849 3d0cd21d41671c46f82cd11176bf7277             622.38        9          447.80       174.58
  1850 7b7f91e98f8c6def45a1407923304402             620.49       11          417.47       203.02
  1851 d7485b33791774c36108f8c69602d48d             619.14       10          399.82       219.32
  1852 32fdd5d44ecb43dfd6a24b9369eca144             617.88        8          479.20       138.68
  1853 33cbda8716511e27e556dff9d8418bf2             615.57        5          507.40       108.17
  1854 4a82168aaef173cbb6e46ae88728f919             612.39        4          512.00       100.39
  1855 eb9cd5b35d95206585e2185318cb5c61             611.55        2          550.00        61.55
  1856 a2fa0bdc798ee84cdb08281337cf4fb6             611.02       10          392.75       218.27
  1857 f524ad65d7e0f1daab730ef2d2e86196             609.50        1          578.00        31.50
  1858 b248792ac0b60ec3f93d80af1b4fae47             608.35        7          454.50       153.85
  1859 fc59392d66ef99377e50356ee4f3b4e1             606.96        5          519.99        86.97
  1860 a06c8ff043abea0528ee44171e2140a2             606.93        8          514.50        92.43
  1861 08084d990eb3f53af056ccbc1730c8a7             606.79       12          372.50       234.29
  1862 35b96509602ec4b7da831b5cd73ff2c2             606.45        2          558.90        47.55
  1863 08d1c9478fb0d7d7fcac9c0da4e82fc7             605.57        1          538.00        67.57
  1864 e1b12447a7563944843191754aeb5562             599.13        9          472.46       126.67
  1865 97e995629983723d11830a829bc2b246             598.87        5          499.50        99.37
  1866 6e13dd869aa7185f601c941423abcc8f             598.08        5          522.00        76.08
  1867 e3dd723429d1b23614b7fa85e2c7a853             597.62        7          471.05       126.57
  1868 7994b065a7ffb14e71c6312cf87b9de2             597.34        5          453.00       144.34
  1869 e433f5fd4050e3352b5d83522b7fe24b             596.77        1          548.06        48.71
  1870 20a7efa9721046319bdde5d60b6b5365             596.59        3          501.20        95.39
  1871 ccbd753e6863fe7314dc6c0ca5a074e7             596.56        1          495.00       101.56
  1872 f650a9708fa1bab22bdd8d3a818cc415             594.58        5          507.75        86.83
  1873 bd15ee794d5e640d9dd71b665b2ab15b             594.13       12          374.80       219.33
  1874 651fe66032c9520ee5587f694908040d             592.73        7          464.00       128.73
  1875 64b87978a11c1ea7501a89eabe8c2c1a             591.83        7          489.93       101.90
  1876 6219ba2359cfb97f2e38fd4c321eb309             590.55        6          487.50       103.05
  1877 2c3d56f92f360fb89d849b84e8f50eae             590.44        8          465.60       124.84
  1878 55029529919c0123526150bd26ca8f20             588.83        7          453.95       134.88
  1879 35fb511489d9ee3ee27a76debce9df06             586.79        7          414.50       172.29
  1880 2009a095de2a2a41626f6c6d7722678d             582.43        8          388.89       193.54
  1881 e59e489e2ea74bd409b798b5daf49de3             581.76        3          495.00        86.76
  1882 0951a6e282947e09cd47969f4ed0b47f             580.32        7          492.30        88.02
  1883 7e79d65b5c6f1f544b7daea036acf720             579.89        4          517.80        62.09
  1884 820c7c9eaf76d2b226b6c242bcf3f34d             577.00        1          559.00        18.00
  1885 acb6c2ca5c82411c1fdb88d5fd5eb95e             575.49       10          413.88       161.61
  1886 2493dc3f20131696a0ecdb9948051a8d             575.07        4          504.38        70.69
  1887 f22a247b79dd22ecd91dc8e3b2a1b07c             574.84        8          439.94       134.90
  1888 4e480be820e37de1444325ff358c9296             573.74        1          430.30       143.44
  1889 ea00f977a203ff88adf7057cb7806998             573.40       19          389.72       183.68
  1890 35857757f553273b1056c1cabdace7fb             573.34        6          454.60       118.74
  1891 b9c0ffa92f3ff9a5a3d45ef7213c0842             572.17        3          490.00        82.17
  1892 979e9f8b5b39dd243a2550c8b05aecf0             571.88        3          525.00        46.88
  1893 9fc70243fb26800cba56e8f014797004             571.30        6          466.60       104.70
  1894 4cc4fd4fdd406a85bbdc1f824b731bd7             571.22        1          539.98        31.24
  1895 2b2fed75b8e5ea3a052fc4c0825da485             570.83        3          510.90        59.93
  1896 fadb07c842a2aef5d5a676b85f220e71             570.37        7          398.75       171.62
  1897 ff314fa6033cc68ec451c47aee2d6ba4             570.34        2          537.90        32.44
  1898 28fb0829fd777877cdc350d25cb5bd5b             569.26        4          499.60        69.66
  1899 79ee721b6f766066a80264402548d359             568.36        2          538.00        30.36
  1900 59cd88080b93f3c18508673122d26169             567.71       10          392.33       175.38
